epoch,loss,mae
1,530757.1875,705.0809326171875
2,528987.125,703.6885986328125
3,523231.25,699.1871948242188
4,508518.53125,687.7969360351562
5,480484.46875,665.7252807617188
6,436818.9375,629.6054077148438
7,378469.75,577.603271484375
8,311389.03125,518.4526977539062
9,245502.828125,460.4604187011719
10,189597.15625,402.6117248535156
11,147301.65625,348.718505859375
12,118415.4453125,305.00408935546875
13,100596.09375,275.3522033691406
14,90386.53125,258.1687316894531
15,84450.484375,248.12362670898438
16,80478.4296875,241.42413330078125
17,77283.9921875,236.102783203125
18,74387.109375,231.34103393554688
19,71617.5859375,226.7886199951172
20,68916.6875,222.2970733642578
21,66231.5,217.75064086914062
22,63536.64453125,213.08648681640625
23,60814.90234375,208.24806213378906
24,58047.87109375,203.17739868164062
25,55256.0625,197.87850952148438
26,52437.546875,192.31886291503906
27,49590.51953125,186.46388244628906
28,46724.4765625,180.32272338867188
29,43872.34375,173.94139099121094
30,41047.1953125,167.3245391845703
31,38264.33203125,160.5225372314453
32,35570.4765625,153.6870574951172
33,32989.6953125,146.88967895507812
34,30538.517578125,140.2126007080078
35,28247.208984375,133.75051879882812
36,26134.271484375,127.60846710205078
37,24199.44921875,121.82292938232422
38,22441.26953125,116.45244598388672
39,20848.15234375,111.54360961914062
40,19415.603515625,107.1170654296875
41,18137.126953125,103.18133544921875
42,16998.634765625,99.67729187011719
43,15983.2353515625,96.53007507324219
44,15075.1162109375,93.7037353515625
45,14269.650390625,91.17105865478516
46,13554.208984375,88.90567779541016
47,12914.6259765625,86.84542846679688
48,12338.9951171875,84.95660400390625
49,11819.8935546875,83.22215270996094
50,11348.91015625,81.61128234863281
51,10922.3857421875,80.11985778808594
52,10536.7060546875,78.73560333251953
53,10186.77734375,77.44918823242188
54,9868.5107421875,76.25117492675781
55,9578.810546875,75.13482666015625
56,9315.423828125,74.09349822998047
57,9073.9248046875,73.11152648925781
58,8852.2919921875,72.186767578125
59,8649.119140625,71.31664276123047
60,8463.5419921875,70.49948120117188
61,8292.779296875,69.73455810546875
62,8136.83740234375,69.0256118774414
63,7994.29052734375,68.36754608154297
64,7863.5625,67.75344848632812
65,7744.029296875,67.17979431152344
66,7636.44580078125,66.65303802490234
67,7538.9052734375,66.16659545898438
68,7450.11181640625,65.7177505493164
69,7369.5576171875,65.30562591552734
70,7297.236328125,64.93257141113281
71,7232.86669921875,64.59861755371094
72,7174.47998046875,64.2939682006836
73,7121.4189453125,64.01799011230469
74,7073.091796875,63.76826858520508
75,7028.978515625,63.538639068603516
76,6988.390625,63.326297760009766
77,6951.28564453125,63.13176345825195
78,6917.43994140625,62.95513153076172
79,6886.46875,62.79378128051758
80,6857.796875,62.64396286010742
81,6830.9619140625,62.503875732421875
82,6806.02099609375,62.374996185302734
83,6782.97998046875,62.25647735595703
84,6761.7373046875,62.14807891845703
85,6741.93603515625,62.04636001586914
86,6723.39599609375,61.95132827758789
87,6706.06298828125,61.863067626953125
88,6689.99951171875,61.7823486328125
89,6675.17626953125,61.70753860473633
90,6661.4228515625,61.63882827758789
91,6648.76708984375,61.57520294189453
92,6637.16845703125,61.516387939453125
93,6626.3916015625,61.461612701416016
94,6616.30322265625,61.410648345947266
95,6606.939453125,61.36357498168945
96,6598.33203125,61.319725036621094
97,6590.33984375,61.27920913696289
98,6582.5595703125,61.23904800415039
99,6575.21337890625,61.201438903808594
