epoch,loss,mae
63,5834.13330078125,58.21445083618164
64,5821.95068359375,58.132564544677734
65,5810.49169921875,58.05427169799805
66,5800.224609375,57.983154296875
67,5789.9736328125,57.91209030151367
68,5780.47900390625,57.84773254394531
69,5771.11279296875,57.78279495239258
70,5762.41455078125,57.72224807739258
71,5754.0595703125,57.66357421875
72,5746.29833984375,57.60935592651367
73,5739.01806640625,57.55896759033203
74,5731.779296875,57.50934982299805
75,5725.2421875,57.46192169189453
76,5718.31689453125,57.4134407043457
77,5712.19140625,57.368160247802734
78,5706.13330078125,57.32514190673828
79,5700.63916015625,57.28507995605469
80,5695.01904296875,57.2438850402832
81,5689.24951171875,57.20142364501953
82,5683.9072265625,57.160465240478516
83,5678.158203125,57.1204948425293
84,5672.57861328125,57.07731246948242
85,5666.9296875,57.03866195678711
86,5661.46630859375,56.99925994873047
87,5656.29248046875,56.95921325683594
88,5651.0166015625,56.92174530029297
89,5646.57470703125,56.88649368286133
90,5642.4453125,56.855873107910156
91,5638.51318359375,56.82760238647461
92,5634.26953125,56.796321868896484
93,5630.02880859375,56.765480041503906
94,5626.03759765625,56.73494338989258
95,5621.65380859375,56.70368957519531
96,5617.701171875,56.67525100708008
97,5613.5146484375,56.644161224365234
98,5609.337890625,56.61509704589844
99,5605.0810546875,56.583526611328125
100,5601.03369140625,56.552520751953125
101,5596.77783203125,56.52206039428711
102,5593.02880859375,56.49469757080078
103,5589.0517578125,56.46516799926758
104,5585.111328125,56.437461853027344
105,5581.04931640625,56.404693603515625
106,5577.05615234375,56.3774528503418
107,5572.88525390625,56.34760284423828
108,5568.65380859375,56.31358337402344
109,5564.4169921875,56.284568786621094
110,5560.375,56.252689361572266
111,5555.8486328125,56.22077941894531
112,5551.58447265625,56.19025421142578
113,5547.2861328125,56.15800476074219
114,5543.04541015625,56.12710189819336
115,5538.48095703125,56.094364166259766
116,5534.22216796875,56.06442642211914
117,5529.71923828125,56.03233337402344
118,5525.1845703125,56.000587463378906
119,5520.5517578125,55.970680236816406
120,5515.89599609375,55.93693161010742
121,5511.01025390625,55.904056549072266
122,5506.25146484375,55.87148666381836
123,5501.38818359375,55.83932876586914
124,5496.36083984375,55.80345153808594
125,5491.501953125,55.76988983154297
126,5486.744140625,55.737876892089844
127,5481.83349609375,55.70327377319336
128,5477.13134765625,55.67111587524414
129,5472.2392578125,55.63901901245117
130,5467.53466796875,55.60512924194336
131,5462.3173828125,55.570796966552734
132,5457.21728515625,55.53661346435547
133,5452.2900390625,55.50282287597656
134,5447.25341796875,55.46993637084961
135,5442.27734375,55.43463134765625
136,5437.0810546875,55.399635314941406
137,5431.9580078125,55.365596771240234
138,5426.66015625,55.32867431640625
139,5421.58251953125,55.29255294799805
140,5416.64453125,55.26049041748047
141,5411.64794921875,55.22510528564453
142,5406.29736328125,55.188209533691406
143,5400.912109375,55.15126037597656
144,5395.5146484375,55.11408615112305
145,5390.14794921875,55.07606506347656
146,5384.53955078125,55.03866195678711
147,5379.14892578125,55.00076675415039
148,5373.23486328125,54.96148681640625
149,5367.81396484375,54.92307662963867
150,5361.978515625,54.88392639160156
151,5355.8466796875,54.84322738647461
152,5350.36572265625,54.802921295166016
153,5344.2529296875,54.76227569580078
154,5338.31982421875,54.72279739379883
155,5332.17578125,54.682090759277344
156,5326.109375,54.638248443603516
157,5319.3349609375,54.593502044677734
158,5312.79296875,54.54827117919922
159,5306.02001953125,54.502071380615234
160,5298.84326171875,54.45106506347656
161,5291.734375,54.40008544921875
162,5284.3125,54.350914001464844
163,5277.056640625,54.29875946044922
164,5269.45458984375,54.245574951171875
165,5261.4775390625,54.189918518066406
166,5253.49169921875,54.13279724121094
167,5245.55322265625,54.07620620727539
168,5237.03125,54.016658782958984
169,5228.15576171875,53.95304870605469
170,5219.333984375,53.888458251953125
171,5209.72412109375,53.81996154785156
172,5200.2333984375,53.75050354003906
173,5190.4912109375,53.678863525390625
174,5180.49072265625,53.606441497802734
175,5170.53564453125,53.53376007080078
176,5159.86865234375,53.4570198059082
177,5149.111328125,53.37799835205078
178,5138.03515625,53.29722595214844
179,5126.28564453125,53.21194839477539
180,5114.54638671875,53.125701904296875
181,5102.294921875,53.03536605834961
182,5090.27490234375,52.94625473022461
183,5077.3310546875,52.84958267211914
184,5064.13037109375,52.75212478637695
185,5050.48388671875,52.65239715576172
186,5036.921875,52.54927062988281
187,5021.74365234375,52.4372444152832
188,5006.26123046875,52.32253646850586
189,4990.5908203125,52.204959869384766
190,4973.5771484375,52.08247375488281
191,4955.93505859375,51.9570426940918
192,4938.095703125,51.8363151550293
193,4918.6142578125,51.70502471923828
194,4899.865234375,51.57653045654297
195,4880.84716796875,51.443111419677734
196,4861.40380859375,51.30610275268555
197,4842.1884765625,51.16961669921875
198,4822.83642578125,51.029903411865234
199,4803.61767578125,50.89140319824219
200,4784.1884765625,50.745643615722656
201,4764.52880859375,50.59803009033203
202,4745.18603515625,50.452362060546875
203,4725.9931640625,50.303504943847656
204,4706.0263671875,50.148780822753906
205,4686.41796875,49.995643615722656
206,4667.1083984375,49.84352111816406
207,4647.61474609375,49.690025329589844
208,4628.76806640625,49.53815460205078
209,4609.45849609375,49.37952423095703
210,4589.20556640625,49.20722198486328
211,4567.7216796875,49.02535629272461
212,4545.369140625,48.839263916015625
213,4522.0107421875,48.647186279296875
214,4499.21240234375,48.454063415527344
215,4476.224609375,48.25800323486328
216,4453.28857421875,48.064414978027344
217,4430.75341796875,47.87289047241211
218,4408.48046875,47.683799743652344
219,4387.22998046875,47.50139236450195
220,4366.111328125,47.32394790649414
221,4346.095703125,47.15385437011719
222,4327.43701171875,46.99403762817383
223,4308.56787109375,46.8358268737793
224,4291.02978515625,46.68400955200195
225,4274.1318359375,46.539031982421875
226,4258.11865234375,46.39921188354492
227,4242.48583984375,46.264835357666016
228,4228.05859375,46.14032745361328
229,4214.6025390625,46.022483825683594
230,4201.33349609375,45.91090393066406
231,4189.35009765625,45.804481506347656
232,4177.51904296875,45.70499038696289
233,4166.80615234375,45.61114501953125
234,4156.2041015625,45.52037811279297
235,4146.8525390625,45.43942642211914
236,4137.6044921875,45.36111068725586
237,4128.66259765625,45.28557586669922
238,4120.654296875,45.216644287109375
239,4112.6259765625,45.1505012512207
240,4105.23095703125,45.08820343017578
241,4098.01171875,45.029319763183594
242,4091.026611328125,44.971778869628906
243,4084.384521484375,44.91819381713867
244,4078.236328125,44.8671760559082
245,4071.968994140625,44.81776809692383
246,4066.575927734375,44.77180099487305
247,4060.896484375,44.727237701416016
248,4055.791259765625,44.68505096435547
249,4050.693603515625,44.644527435302734
250,4045.717529296875,44.60409164428711
