fecha,real,pred_base,pred_ext,pred_cal,err_base,err_ext,err_cal
2022-12-25,353.0,538.118408203125,544.9783935546875,472.6921997070313,185.118408203125,191.9783935546875,119.6921997070313
2022-12-26,430.0,538.8692016601562,571.3926391601562,509.5830078125,108.86920166015625,141.39263916015625,79.5830078125
2022-12-27,499.0,538.9282836914062,592.4793090820312,538.34912109375,39.92828369140625,93.47930908203125,39.34912109375
2022-12-28,497.0,538.3187255859375,596.4594116210938,549.5545654296875,41.3187255859375,99.45941162109375,52.5545654296875
2022-12-29,491.0,537.9448852539062,564.5357055664062,528.8245239257812,46.94488525390625,73.53570556640625,37.82452392578125
2022-12-30,445.0,537.2593994140625,530.1349487304688,492.7821044921875,92.2593994140625,85.13494873046875,47.7821044921875
2022-12-31,384.0,538.1153564453125,534.0089721679688,469.7989807128906,154.1153564453125,150.00897216796875,85.79898071289062
