epoch,loss,mae
1,529955.5,704.4393920898438
2,520949.78125,697.5381469726562
3,485446.09375,670.3839111328125
4,402707.0,602.8455810546875
5,279297.75,492.1748352050781
6,162675.265625,369.1014404296875
7,96889.0390625,269.2846984863281
8,75628.4609375,229.84182739257812
9,69781.46875,219.273681640625
10,66270.859375,213.3531951904297
11,63092.5,208.0252685546875
12,60036.828125,202.74774169921875
13,57071.72265625,197.47096252441406
14,54193.22265625,192.2110137939453
15,51401.19140625,186.94923400878906
16,48699.91796875,181.7010040283203
17,46078.8359375,176.434326171875
18,43546.08984375,171.17764282226562
19,41121.01171875,166.01658630371094
20,38808.40234375,160.958984375
21,36620.69921875,156.03684997558594
22,34564.7265625,151.3260955810547
23,32633.994140625,146.78375244140625
24,30810.939453125,142.3916778564453
25,29092.99609375,138.1231689453125
26,27480.970703125,133.96951293945312
27,25971.234375,129.9405975341797
28,24563.78125,126.0629653930664
29,23245.39453125,122.3637924194336
30,22005.068359375,118.79862976074219
31,20842.123046875,115.3622817993164
32,19747.279296875,112.03871154785156
33,18724.69921875,108.85161590576172
34,17768.0,105.79859924316406
35,16879.875,102.9104232788086
36,16050.3369140625,100.15495300292969
37,15272.8505859375,97.51065826416016
38,14546.25,94.9809341430664
39,13862.701171875,92.54625701904297
40,13231.779296875,90.248779296875
41,12643.2109375,88.06221008300781
42,12104.8427734375,86.0192642211914
43,11619.8623046875,84.15990447998047
44,11182.611328125,82.46989440917969
45,10789.125,80.92950439453125
46,10432.0908203125,79.51795959472656
47,10111.46484375,78.22361755371094
48,9820.77734375,77.03697967529297
49,9553.982421875,75.93011474609375
50,9309.6220703125,74.9011001586914
51,9087.55859375,73.95271301269531
52,8886.0546875,73.08003997802734
53,8704.0751953125,72.28307342529297
54,8534.384765625,71.54183959960938
55,8376.9736328125,70.84495544433594
56,8231.0498046875,70.19495391845703
57,8097.51025390625,69.58397674560547
58,7973.2177734375,69.01180267333984
59,7857.673828125,68.4806137084961
60,7750.48974609375,67.98624420166016
61,7650.3193359375,67.52523803710938
62,7556.7744140625,67.09424591064453
63,7468.14501953125,66.6834487915039
64,7385.0234375,66.29615020751953
65,7308.34033203125,65.94133758544922
66,7237.0439453125,65.60729217529297
67,7172.10986328125,65.30176544189453
68,7115.16552734375,65.02584838867188
69,7062.84228515625,64.77432250976562
70,7013.2880859375,64.53360748291016
71,6967.6103515625,64.31151580810547
