accuracy,loss,val_accuracy,val_loss,learning_rate
0.5133333206176758,1.0231823921203613,0.5699999928474426,0.8705085515975952,0.0010000000474974513
0.6213889122009277,0.8079681396484375,0.6466666460037231,0.77508544921875,0.0010000000474974513
0.6688888669013977,0.7335725426673889,0.6933333277702332,0.7299367189407349,0.0010000000474974513
0.6880555748939514,0.6944684982299805,0.7300000190734863,0.6753526329994202,0.0010000000474974513
0.7255555391311646,0.6375300884246826,0.7366666793823242,0.6330314874649048,0.0010000000474974513
0.7330555319786072,0.6265080571174622,0.7666666507720947,0.5999556183815002,0.0010000000474974513
0.7450000047683716,0.5901213884353638,0.7666666507720947,0.588198184967041,0.0010000000474974513
0.7602777481079102,0.5776042938232422,0.753333330154419,0.5776564478874207,0.0010000000474974513
0.7677778005599976,0.5418975353240967,0.7900000214576721,0.5619453191757202,0.0010000000474974513
0.773888885974884,0.5385939478874207,0.7666666507720947,0.5430153012275696,0.0010000000474974513
0.7938888669013977,0.49805739521980286,0.7766666412353516,0.5674180388450623,0.0010000000474974513
0.8036110997200012,0.47553810477256775,0.7866666913032532,0.5624094009399414,0.0010000000474974513
0.8188889026641846,0.43938955664634705,0.7933333516120911,0.49833253026008606,0.0005000000237487257
0.835277795791626,0.40590912103652954,0.7933333516120911,0.5486897826194763,0.0005000000237487257
0.8422222137451172,0.39932993054389954,0.7900000214576721,0.49996811151504517,0.0005000000237487257
0.8575000166893005,0.3646891713142395,0.8199999928474426,0.49042972922325134,0.0002500000118743628
0.8597221970558167,0.34104377031326294,0.79666668176651,0.4970289468765259,0.0002500000118743628
0.8641666769981384,0.32715490460395813,0.8266666531562805,0.4787055552005768,0.0002500000118743628
0.8638888597488403,0.3355846107006073,0.8199999928474426,0.4674643874168396,0.0002500000118743628
0.8719444274902344,0.3208574056625366,0.8199999928474426,0.4891246557235718,0.0002500000118743628
0.8838889002799988,0.2945016026496887,0.8166666626930237,0.52753084897995,0.0002500000118743628
0.882777750492096,0.2920774221420288,0.8133333325386047,0.5031160712242126,0.0001250000059371814
